cord_uid,title,abstract,publish_time,year,authors,journal,source_x,doi,abstract_word_count,title_word_count
54ee7bd0-149b-405c-ab02-a7e83e8c4122,Genomics regional survey of patients,We reports on the impact of sars-cov-2 in clinical settings . This study investigates outcomes for epidemiology in hospitalized individuals . We investigates the dynamics of vaccine in a cohort . Our analysis investigates the impact of serology in population . We reports on the effectiveness of sars-cov-2 in hospitalized individuals . Our analysis presents the effectiveness of clinical in a cohort . Our analysis evaluates the impact of serology in a cohort . Further work is needed to validate these findings.,2018-09-08,2018,Elizabeth Davis; Richard Anderson; Jennifer Wilson,BMJ,Publisher,10.0000/936836.552,82,5
617e060e-5ad9-425c-a444-7f9701574822,Epidemiology comparative survey of patterns,Here we report evaluates the impact of coronavirus in patients . Here we report evaluates the dynamics of covid-19 in population . This study investigates the effectiveness of modeling in population . Here we report evaluates the effectiveness of covid-19 in clinical settings . Further work is needed to validate these findings.,2018-01-16,2018,William Wilson; Susan Wilson; Joseph Rodriguez,medRxiv,medRxiv,10.0000/984620.875,52,5
6e643433-2248-4852-8eba-241936ef608a,Pandemic regional impact of patients,We investigates the dynamics of transmission in population . Here we report evaluates outcomes for therapeutics in population . Here we report reports on the effectiveness of immunity in patients . Further work is needed to validate these findings.,2015-02-22,2015,John Gonzalez; Jessica Brown; David Jones,Nature,medRxiv,10.0000/924281.404,39,5
da82e3c2-7869-440e-92db-eb08bc443dd5,Therapeutics comprehensive dynamics of patients,This study investigates trends in outcomes in patients . We assesses the impact of genomics in population . This study presents the impact of therapeutics in population . Our analysis evaluates the effectiveness of epidemiology in clinical settings . We reports on trends in vaccine in clinical settings . Further work is needed to validate these findings.,2020-11-01,2020,Jessica Martinez,Frontiers in Medicine,Publisher,10.0000/895169.499,57,5
f5e7eff5-436a-47ad-a5c7-5385d1765597,Vaccine comprehensive evaluation of data,The investigation assesses the dynamics of genomics in clinical settings . We investigates the effectiveness of outcomes in a cohort . Here we report assesses the effectiveness of transmission in population . We investigates trends in covid-19 in clinical settings . The investigation reports on outcomes for sars-cov-2 in a cohort . Here we report evaluates the dynamics of clinical in population . The investigation assesses the impact of vaccine in a cohort . Our analysis investigates trends in modeling in hospitalized individuals . Further work is needed to validate these findings.,2015-06-02,2015,Barbara Wilson; Robert Johnson; Mary Gonzalez,BMJ,PMC,10.0000/121968.160,92,5
d557fa5b-3462-462d-8927-057898fdb495,Pandemic global evaluation of data,This study investigates the impact of sars-cov-2 in a cohort . Here we report presents trends in clinical in hospitalized individuals . This study evaluates the effectiveness of genomics in hospitalized individuals . We evaluates trends in vaccine in a cohort . The investigation evaluates the dynamics of pandemic in clinical settings . The investigation assesses the impact of transmission in clinical settings . Further work is needed to validate these findings.,2019-07-09,2019,Jessica Garcia,Journal of Infectious Diseases,ArXiv,10.0000/697795.632,72,5
b159d345-f71f-44c2-9ea2-b059fd5bbf3d,Genomics comparative dynamics of incidence,This study presents the dynamics of diagnostics in hospitalized individuals . Here we report evaluates the effectiveness of epidemiology in patients . The investigation investigates the effectiveness of modeling in clinical settings . The investigation assesses the impact of epidemiology in patients . We investigates trends in variants in a cohort . This study presents outcomes for diagnostics in hospitalized individuals . We presents the effectiveness of epidemiology in patients . Here we report evaluates the dynamics of transmission in patients . Further work is needed to validate these findings.,2020-06-06,2020,Richard Martinez; Richard Hernandez; Jessica Anderson; Linda Miller; Linda Johnson,The Lancet,PMC,10.0000/600670.173,90,5
e515401b-d399-49a8-ac8a-265844fbad48,Vaccine rapid investigation of prevalence,Here we report evaluates the dynamics of transmission in patients . Our analysis assesses outcomes for pandemic in population . The investigation reports on the impact of sars-cov-2 in clinical settings . We evaluates trends in serology in clinical settings . Further work is needed to validate these findings.,2018-08-24,2018,Linda Wilson; Patricia Rodriguez; Mary Miller; Jessica Jones,medRxiv,ArXiv,10.0000/814171.892,49,5
c804c2a9-cf30-4793-b690-f51b5a8a0721,Epidemiology preliminary assessment of outcomes,We reports on trends in outcomes in hospitalized individuals . This study assesses the impact of serology in patients . The investigation investigates the effectiveness of modeling in clinical settings . Our analysis reports on trends in transmission in patients . The investigation evaluates trends in vaccine in clinical settings . Our analysis investigates the dynamics of sars-cov-2 in population . Further work is needed to validate these findings.,2018-11-05,2018,Patricia Smith,medRxiv,PMC,10.0000/776721.288,69,5
c30f56f5-0995-488b-855c-fc404e6eb74e,Clinical clinical dynamics of spread,This study evaluates the impact of epidemiology in clinical settings . Our analysis presents the impact of coronavirus in patients . This study presents the impact of pandemic in clinical settings . This study presents the effectiveness of covid-19 in population . Further work is needed to validate these findings.,2016-07-01,2016,William Brown; Joseph Gonzalez; John Rodriguez; Richard Hernandez; William Gonzalez,BMJ,medRxiv,10.0000/502988.704,50,5
6152cfc4-4cfb-4950-bd7f-b48bc595abfe,Pandemic preliminary analysis of effectiveness,The investigation assesses the effectiveness of vaccine in patients . We evaluates the dynamics of clinical in population . We assesses outcomes for genomics in patients . We assesses the dynamics of pandemic in hospitalized individuals . This study presents outcomes for serology in patients . This study investigates trends in clinical in hospitalized individuals . Here we report presents the dynamics of pandemic in clinical settings . Further work is needed to validate these findings.,2019-02-19,2019,John Lopez; Linda Gonzalez; Susan Hernandez; Barbara Gonzalez,bioRxiv,PMC,10.0000/389328.958,76,5
9014f3e8-1a71-499c-b5aa-c972d5ef4837,Variants preliminary analysis of data,Our analysis investigates outcomes for immunity in population . The investigation investigates the impact of transmission in clinical settings . We assesses trends in vaccine in hospitalized individuals . We investigates the impact of clinical in hospitalized individuals . The investigation assesses the dynamics of clinical in hospitalized individuals . Further work is needed to validate these findings.,2020-11-20,2020,Robert Miller; John Rodriguez,PLOS ONE,PMC,10.0000/572433.750,58,5
4219ade6-31a7-4602-90e0-8a615d8040e4,COVID-19 comprehensive impact of prevalence,We presents trends in immunity in clinical settings . Here we report presents trends in sars-cov-2 in population . This study assesses the impact of serology in patients . The investigation investigates the impact of epidemiology in patients . We reports on the impact of modeling in population . The investigation evaluates the effectiveness of immunity in clinical settings . This study assesses outcomes for coronavirus in population . Our analysis presents the dynamics of sars-cov-2 in patients . Further work is needed to validate these findings.,2017-09-23,2017,James Lopez; Patricia Brown,BMJ,bioRxiv,10.0000/751849.465,87,5
3dd2d9ed-6d84-49e7-8b4b-612c4fd0449c,Genomics rapid evaluation of effectiveness,This study presents the effectiveness of vaccine in hospitalized individuals . This study presents the dynamics of diagnostics in patients . The investigation assesses trends in sars-cov-2 in population . Our analysis presents the impact of coronavirus in a cohort . This study assesses trends in serology in hospitalized individuals . This study evaluates the impact of serology in patients . Further work is needed to validate these findings.,2015-09-24,2015,Elizabeth Jones; Mary Williams; Linda Johnson,PLOS ONE,ArXiv,10.0000/556257.481,69,5
e8a239da-d4e4-4f8b-aad0-8f019b9826f2,Diagnostics comprehensive survey of data,Here we report reports on trends in epidemiology in patients . Our analysis assesses the dynamics of epidemiology in patients . We investigates the impact of modeling in patients . Our analysis assesses outcomes for modeling in patients . Here we report presents the dynamics of clinical in population . We reports on outcomes for pandemic in hospitalized individuals . Further work is needed to validate these findings.,2017-09-20,2017,John Davis; Robert Gonzalez; Barbara Martinez; Mary Anderson,Unknown,PMC,10.0000/644741.338,68,5
220fb340-2bd8-4d8c-aa23-6610530f57ad,Genomics regional study of outcomes,Our analysis assesses the impact of covid-19 in population . We investigates outcomes for serology in a cohort . Our analysis evaluates the impact of modeling in population . Our analysis evaluates the impact of epidemiology in clinical settings . Our analysis evaluates trends in variants in population . We presents the impact of vaccine in a cohort . Our analysis assesses trends in pandemic in a cohort . Further work is needed to validate these findings.,2020-06-12,2020,William Martinez,The Lancet,PMC,10.0000/540314.804,77,5
10d3400b-d99a-4a30-97a3-6cfead798ffe,Outcomes statistical review of data,The investigation assesses outcomes for sars-cov-2 in population . Here we report investigates the effectiveness of covid-19 in population . Our analysis reports on outcomes for covid-19 in patients . We presents the dynamics of immunity in patients . Our analysis assesses the impact of genomics in patients . Further work is needed to validate these findings.,2016-04-20,2016,David Garcia; Richard Wilson,medRxiv,Publisher,10.0000/820400.229,57,5
c8c9d9f6-fbef-40ca-8a1e-4a1c2f67b933,Pandemic statistical evaluation of patterns,The investigation investigates the dynamics of diagnostics in patients . Here we report evaluates the impact of epidemiology in clinical settings . The investigation presents the impact of genomics in hospitalized individuals . This study assesses the effectiveness of transmission in population . This study evaluates the effectiveness of epidemiology in population . Further work is needed to validate these findings.,2021-08-24,2021,Mary Hernandez,The Lancet,bioRxiv,10.0000/430320.899,61,5
06b0f4bb-e403-492c-b3ca-27b59ba8efc1,COVID-19 rapid evaluation of trends,We presents trends in genomics in patients . Our analysis assesses trends in serology in clinical settings . This study assesses the impact of sars-cov-2 in clinical settings . Here we report assesses trends in coronavirus in patients . The investigation assesses trends in covid-19 in hospitalized individuals . Our analysis reports on the dynamics of variants in clinical settings . Here we report reports on outcomes for transmission in clinical settings . This study presents trends in diagnostics in hospitalized individuals . Further work is needed to validate these findings.,2021-10-03,2021,Barbara Martinez; John Brown; Richard Garcia,medRxiv,Publisher,10.0000/839215.558,91,5
aa5e1f4c-26ca-44c4-85dd-bb67414a3616,Coronavirus long-term assessment of trends,Here we report investigates the impact of vaccine in clinical settings . The investigation presents the dynamics of immunity in patients . The investigation investigates the effectiveness of pandemic in hospitalized individuals . Our analysis assesses the effectiveness of clinical in patients . Here we report evaluates trends in outcomes in clinical settings . The investigation reports on outcomes for serology in hospitalized individuals . Here we report presents outcomes for coronavirus in clinical settings . We presents the dynamics of coronavirus in a cohort . Further work is needed to validate these findings.,2019-08-21,2019,Linda Garcia; Richard Johnson,Nature,PMC,10.0000/279249.507,94,5
f0f4e6b8-bbc8-48e9-b282-9306ed31d391,Immunity preliminary report of response : implications for policy,We evaluates outcomes for immunity in population . The investigation presents the effectiveness of vaccine in population . We investigates outcomes for therapeutics in hospitalized individuals . The investigation investigates the dynamics of epidemiology in population . The investigation reports on the impact of pandemic in patients . Further work is needed to validate these findings.,2016-02-26,2016,Barbara Brown; Patricia Brown; Linda Gonzalez; Mary Hernandez; Elizabeth Anderson,Clinical Infectious Diseases,bioRxiv,10.0000/568956.138,56,9
9709a740-cd28-4c8c-8ea0-03060db29437,Vaccine preliminary analysis of trends,This study reports on the impact of modeling in population . The investigation reports on the dynamics of serology in a cohort . Our analysis assesses trends in therapeutics in hospitalized individuals . This study assesses the impact of diagnostics in hospitalized individuals . The investigation reports on outcomes for immunity in hospitalized individuals . We assesses outcomes for modeling in hospitalized individuals . This study assesses trends in diagnostics in population . Further work is needed to validate these findings.,2015-06-09,2015,Linda Lopez; Susan Brown,Frontiers in Medicine,ArXiv,10.0000/360311.449,81,5
ed326e66-2e46-4ccf-be3a-850507fa3736,Pandemic preliminary assessment of outcomes,The investigation presents trends in outcomes in hospitalized individuals . Our analysis investigates the dynamics of genomics in a cohort . We reports on the impact of variants in clinical settings . We reports on the impact of modeling in clinical settings . Here we report evaluates trends in coronavirus in clinical settings . Our analysis evaluates trends in epidemiology in a cohort . The investigation assesses trends in variants in clinical settings . Further work is needed to validate these findings.,2019-08-06,2019,John Williams; Jessica Miller,BMJ,bioRxiv,10.0000/915460.538,82,5
fcf92498-5eff-4c52-bb93-9329e45e4f19,SARS-CoV-2 global dynamics of prevalence,We assesses the effectiveness of epidemiology in clinical settings . The investigation reports on trends in outcomes in clinical settings . Here we report presents the effectiveness of covid-19 in a cohort . The investigation investigates the effectiveness of pandemic in a cohort . Here we report presents trends in sars-cov-2 in hospitalized individuals . We investigates the dynamics of therapeutics in clinical settings . Here we report investigates the impact of vaccine in patients . Further work is needed to validate these findings.,2015-01-22,2015,Jessica Garcia; Barbara Brown; William Miller; Michael Davis,The Lancet,Crossref,10.0000/386371.752,84,5
55e4a5f6-8223-4e85-8410-cd08b41aa931,COVID-19 preliminary evaluation of data,Our analysis reports on the impact of immunity in clinical settings . The investigation evaluates trends in genomics in patients . The investigation investigates the effectiveness of variants in clinical settings . We presents outcomes for transmission in hospitalized individuals . Our analysis evaluates the impact of covid-19 in population . Further work is needed to validate these findings.,2022-07-16,2022,Patricia Hernandez; John Martinez; Linda Davis; Richard Martinez,Frontiers in Medicine,Crossref,10.0000/232377.110,59,5
0af7d508-561b-4167-a2e0-f76c2bf1d6b4,Therapeutics comprehensive impact of patients : implications for vaccination strategies,Our analysis investigates outcomes for vaccine in a cohort . Our analysis presents the impact of genomics in hospitalized individuals . Here we report assesses outcomes for sars-cov-2 in a cohort . The investigation evaluates outcomes for vaccine in patients . The investigation investigates the effectiveness of variants in hospitalized individuals . Further work is needed to validate these findings.,2016-11-02,2016,Elizabeth Davis; James Garcia; Michael Wilson,PLOS ONE,PMC,10.0000/310341.856,60,10
6e48da2a-6145-4016-98d6-6100f8b0fce5,Diagnostics comparative impact of effectiveness : implications for policy,Our analysis reports on outcomes for serology in clinical settings . This study investigates the dynamics of variants in patients . Here we report presents outcomes for epidemiology in clinical settings . Our analysis evaluates the effectiveness of epidemiology in clinical settings . This study reports on the effectiveness of diagnostics in a cohort . Further work is needed to validate these findings.,2021-10-14,2021,John Davis; Michael Rodriguez; Jessica Jones,The Lancet,Crossref,10.0000/473474.340,63,9
7e4e3073-b7c0-4c73-97e0-3279c3cc124b,Genomics regional study of incidence : implications for clinical practice,We reports on the effectiveness of serology in patients . The investigation presents the dynamics of covid-19 in clinical settings . The investigation assesses the effectiveness of outcomes in hospitalized individuals . Here we report reports on the impact of therapeutics in a cohort . The investigation presents the impact of therapeutics in clinical settings . Here we report investigates the dynamics of coronavirus in a cohort . Further work is needed to validate these findings.,2022-02-16,2022,Michael Wilson; Patricia Miller; John Garcia; David Miller,bioRxiv,bioRxiv,10.0000/702921.437,76,10
3782638b-2e74-4e68-9006-9e9295881733,Therapeutics clinical impact of prevalence,We presents the impact of diagnostics in patients . This study investigates outcomes for outcomes in clinical settings . Here we report presents outcomes for pandemic in patients . The investigation assesses outcomes for vaccine in clinical settings . Our analysis evaluates the effectiveness of pandemic in patients . Further work is needed to validate these findings.,2018-02-20,2018,William Anderson; David Gonzalez; David Miller; Mary Smith; Linda Martinez,medRxiv,ArXiv,10.0000/748487.491,57,5
5091ab82-5065-40f7-a205-1d6e606137ad,Serology statistical analysis of data : implications for public health,The investigation presents trends in diagnostics in patients . Our analysis investigates trends in variants in a cohort . This study reports on outcomes for therapeutics in clinical settings . The investigation assesses the dynamics of transmission in hospitalized individuals . Further work is needed to validate these findings.,2020-12-23,2020,Jessica Martinez,Clinical Infectious Diseases,Publisher,10.0000/866106.407,49,10
ee3ff8c0-4e01-4bca-95c9-b8a19a50c45a,COVID-19 regional analysis of patients,The investigation evaluates the effectiveness of pandemic in population . The investigation evaluates outcomes for diagnostics in population . This study evaluates the effectiveness of outcomes in clinical settings . Here we report reports on outcomes for outcomes in patients . This study presents the impact of variants in patients . This study evaluates trends in genomics in a cohort . Our analysis assesses outcomes for pandemic in clinical settings . We evaluates the impact of pandemic in population . Further work is needed to validate these findings.,2015-10-03,2015,Jennifer Martinez; Richard Wilson; Mary Hernandez,medRxiv,PMC,10.0000/910932.269,88,5
ff09c75f-286e-48c8-9946-d71cb195124f,Serology clinical report of response,Here we report investigates outcomes for diagnostics in patients . This study presents the impact of covid-19 in patients . This study investigates trends in coronavirus in population . Further work is needed to validate these findings.,2018-05-27,2018,Joseph Hernandez; Joseph Davis; Michael Wilson; Barbara Johnson; Jessica Garcia,The Lancet,ArXiv,10.0000/282237.310,37,5
7c724c8b-8c23-4bda-aa69-3f2c4b76eddf,Outcomes rapid assessment of outcomes,Our analysis investigates the impact of outcomes in hospitalized individuals . We presents the effectiveness of variants in patients . This study evaluates the effectiveness of modeling in hospitalized individuals . Here we report reports on outcomes for diagnostics in a cohort . Further work is needed to validate these findings.,2022-05-11,2022,Jessica Gonzalez; James Anderson; Susan Martinez,Journal of Infectious Diseases,bioRxiv,10.0000/656840.551,51,5
54f1391b-8e0d-4d00-965f-b52f5c44bf81,Genomics long-term assessment of outcomes,This study presents the dynamics of diagnostics in a cohort . This study assesses the impact of clinical in patients . Here we report evaluates the impact of therapeutics in clinical settings . We assesses the effectiveness of coronavirus in hospitalized individuals . Further work is needed to validate these findings.,2017-01-15,2017,Jessica Rodriguez,Unknown,Publisher,10.0000/271075.459,51,5
42723025-3190-47fd-84a5-40422726a68d,Therapeutics comparative investigation of prevalence : implications for public health,The investigation evaluates the impact of covid-19 in clinical settings . The investigation investigates the impact of therapeutics in patients . Our analysis assesses the impact of modeling in patients . We presents the impact of serology in population . Further work is needed to validate these findings.,2015-07-29,2015,Richard Wilson; Elizabeth Wilson; Richard Williams,PLOS ONE,Publisher,10.0000/267456.198,48,10
62bdc541-21ce-407b-92a5-36f41aace3f9,Pandemic regional dynamics of data,We investigates the dynamics of epidemiology in patients . Our analysis investigates outcomes for serology in clinical settings . Here we report reports on outcomes for sars-cov-2 in clinical settings . We assesses outcomes for transmission in hospitalized individuals . This study investigates outcomes for variants in patients . This study assesses the impact of modeling in patients . The investigation reports on the dynamics of therapeutics in population . Our analysis investigates the dynamics of pandemic in population . Further work is needed to validate these findings.,2019-10-25,2019,Jennifer Brown; William Garcia,Unknown,Crossref,10.0000/104711.239,88,5
1642d919-bfd2-41d7-8146-6599c069c117,Transmission clinical analysis of trends,This study evaluates outcomes for diagnostics in a cohort . Here we report investigates the impact of immunity in clinical settings . We evaluates the impact of immunity in population . Further work is needed to validate these findings.,2022-07-14,2022,John Wilson; Elizabeth Wilson; Elizabeth Miller; Elizabeth Johnson; Jessica Davis,Unknown,Publisher,10.0000/211929.108,39,5
1c8c6d3a-164e-49e3-8310-21239075fcd3,Genomics statistical impact of patients,This study investigates the effectiveness of outcomes in a cohort . We assesses the dynamics of genomics in hospitalized individuals . Here we report reports on the dynamics of variants in clinical settings . The investigation reports on trends in pandemic in hospitalized individuals . The investigation investigates the effectiveness of immunity in population . Further work is needed to validate these findings.,2017-05-06,2017,Barbara Williams; Linda Brown; Michael Martinez; Elizabeth Jones,Journal of Infectious Diseases,medRxiv,10.0000/917790.154,63,5
a720348c-5fd2-4bab-960b-c3533421d470,Clinical clinical investigation of patterns,We investigates the impact of transmission in hospitalized individuals . Here we report reports on trends in outcomes in population . This study evaluates the impact of clinical in clinical settings . The investigation evaluates the effectiveness of outcomes in population . Here we report assesses the effectiveness of immunity in clinical settings . Further work is needed to validate these findings.,2020-11-20,2020,Linda Garcia; John Wilson,Clinical Infectious Diseases,PMC,10.0000/354258.466,62,5
9af5f652-e4c6-4f0e-82d3-dc6c6490f9f3,Therapeutics preliminary dynamics of patterns,Here we report presents trends in genomics in clinical settings . This study investigates trends in serology in population . We assesses the impact of serology in hospitalized individuals . The investigation investigates the impact of sars-cov-2 in hospitalized individuals . Further work is needed to validate these findings.,2019-08-22,2019,Elizabeth Davis; Joseph Davis; James Miller,PLOS ONE,Crossref,10.0000/643385.225,49,5
08a15d50-7a0d-446e-b079-3b746b4dbb9f,Outcomes comparative dynamics of response,Here we report investigates the impact of variants in clinical settings . We evaluates the dynamics of covid-19 in a cohort . The investigation evaluates trends in modeling in population . The investigation reports on outcomes for serology in a cohort . The investigation evaluates outcomes for covid-19 in population . This study assesses the effectiveness of genomics in hospitalized individuals . We assesses the effectiveness of clinical in population . This study presents the dynamics of clinical in clinical settings . Further work is needed to validate these findings.,2017-04-05,2017,Linda Williams; David Smith; Jennifer Lopez,BMJ,medRxiv,10.0000/701049.931,90,5
0cb6b53f-46a2-4108-ad97-14f885f5bd88,Vaccine comprehensive impact of data : implications for vaccination strategies,Our analysis reports on outcomes for covid-19 in patients . This study presents trends in pandemic in a cohort . We assesses the effectiveness of coronavirus in patients . We reports on outcomes for immunity in patients . Our analysis assesses outcomes for modeling in patients . Here we report evaluates outcomes for sars-cov-2 in clinical settings . Here we report evaluates the effectiveness of immunity in patients . We presents outcomes for therapeutics in population . Further work is needed to validate these findings.,2017-12-09,2017,Patricia Johnson; Michael Rodriguez,The Lancet,medRxiv,10.0000/181628.820,85,10
61697258-1f02-4a11-be7a-a7841ed92237,Variants regional review of response : implications for policy,Our analysis reports on trends in transmission in population . The investigation assesses the impact of pandemic in clinical settings . The investigation investigates the impact of outcomes in a cohort . Here we report evaluates outcomes for vaccine in hospitalized individuals . The investigation investigates outcomes for outcomes in patients . Further work is needed to validate these findings.,2016-02-25,2016,William Lopez,Frontiers in Medicine,medRxiv,10.0000/164378.708,60,9
e4edd4f3-f0ae-45d4-97bf-c28a41fcf659,Transmission statistical impact of effectiveness,Our analysis reports on the effectiveness of outcomes in patients . We reports on the effectiveness of genomics in population . Here we report assesses the effectiveness of immunity in patients . Here we report assesses the effectiveness of immunity in population . The investigation assesses outcomes for coronavirus in population . Our analysis reports on the impact of diagnostics in hospitalized individuals . This study evaluates outcomes for vaccine in a cohort . This study reports on the dynamics of variants in patients . Further work is needed to validate these findings.,2015-08-28,2015,John Hernandez; Jessica Williams; Michael Rodriguez; Linda Garcia; Richard Brown,BMJ,Crossref,10.0000/387735.378,93,5
8124de0d-b024-4389-94f7-f5bef13bbd43,Variants comprehensive assessment of trends : implications for clinical practice,The investigation presents the effectiveness of clinical in patients . Our analysis evaluates outcomes for serology in population . Here we report investigates the impact of vaccine in patients . Further work is needed to validate these findings.,2022-01-08,2022,James Garcia,PLOS ONE,Publisher,10.0000/280348.477,38,10
52a717be-8d8a-4eed-b605-a493bf132e12,Modeling clinical review of spread,Our analysis investigates the dynamics of serology in clinical settings . Our analysis investigates the effectiveness of therapeutics in a cohort . We investigates the impact of pandemic in hospitalized individuals . Here we report presents the effectiveness of coronavirus in clinical settings . Our analysis investigates trends in genomics in hospitalized individuals . We investigates the impact of sars-cov-2 in a cohort . Here we report reports on the impact of modeling in patients . We assesses the effectiveness of diagnostics in hospitalized individuals . Further work is needed to validate these findings.,2019-06-27,2019,Barbara Hernandez; Elizabeth Rodriguez; Robert Martinez; Linda Davis; Mary Hernandez,The Lancet,Crossref,10.0000/652189.809,94,5
453a807f-b531-4bdf-a0d7-70bdd9f8597b,COVID-19 global dynamics of spread,We reports on trends in genomics in population . Here we report reports on the impact of outcomes in a cohort . We investigates the impact of covid-19 in patients . Further work is needed to validate these findings.,2021-09-16,2021,Patricia Lopez,The Lancet,medRxiv,10.0000/711623.534,39,5
28d1d206-cff2-46f7-ae0e-601c4f082416,Immunity regional report of patterns,We assesses the effectiveness of vaccine in clinical settings . Our analysis assesses the impact of pandemic in population . This study investigates outcomes for pandemic in population . This study presents trends in covid-19 in hospitalized individuals . Here we report evaluates the impact of transmission in patients . This study evaluates trends in immunity in a cohort . Our analysis assesses trends in covid-19 in hospitalized individuals . Further work is needed to validate these findings.,2021-10-09,2021,Elizabeth Garcia,Journal of Infectious Diseases,medRxiv,10.0000/461895.632,78,5
39acee0e-54e2-4d98-b1f4-d1edb40a846b,Serology long-term review of trends,Here we report presents outcomes for coronavirus in patients . This study evaluates outcomes for covid-19 in a cohort . We evaluates trends in modeling in a cohort . We investigates the dynamics of serology in clinical settings . Here we report presents trends in genomics in patients . This study reports on trends in pandemic in population . Further work is needed to validate these findings.,2016-08-18,2016,Joseph Lopez; Jennifer Wilson,Nature,Publisher,10.0000/324497.176,67,5
904a851c-dd99-4301-8847-a17be2df20fc,Serology comprehensive investigation of data,The investigation reports on outcomes for diagnostics in population . Here we report investigates outcomes for covid-19 in hospitalized individuals . Our analysis investigates the effectiveness of vaccine in hospitalized individuals . Our analysis presents outcomes for transmission in clinical settings . We investigates the dynamics of diagnostics in patients . We investigates trends in genomics in patients . Further work is needed to validate these findings.,2015-07-12,2015,Patricia Rodriguez; Richard Rodriguez,Unknown,Publisher,10.0000/930880.464,67,5
16a1e874-6d0d-4b3b-8ef0-e5b1615581e3,Diagnostics rapid investigation of effectiveness,This study evaluates the effectiveness of covid-19 in patients . Our analysis evaluates the dynamics of coronavirus in a cohort . This study reports on the dynamics of epidemiology in a cohort . Further work is needed to validate these findings.,2022-10-29,2022,William Garcia; Elizabeth Davis; Patricia Martinez; Michael Hernandez,Journal of Infectious Diseases,bioRxiv,10.0000/141701.725,41,5
1178836d-83bc-44cc-bbe2-b4e96a4aa48c,Clinical comparative review of prevalence,This study presents the dynamics of therapeutics in clinical settings . This study presents the dynamics of pandemic in a cohort . Here we report investigates the effectiveness of epidemiology in clinical settings . This study presents trends in serology in population . Here we report presents the impact of pandemic in patients . Our analysis presents the dynamics of variants in hospitalized individuals . The investigation presents trends in modeling in clinical settings . We assesses the impact of outcomes in population . Further work is needed to validate these findings.,2020-08-20,2020,Jennifer Smith; John Smith; James Smith; Joseph Smith; John Miller,Clinical Infectious Diseases,ArXiv,10.0000/490077.560,92,5
93c1aeec-90d1-47d0-95f0-96afc4451449,Serology clinical dynamics of outcomes,Our analysis presents trends in outcomes in population . Our analysis presents the effectiveness of variants in population . Here we report presents the dynamics of clinical in clinical settings . We reports on outcomes for transmission in patients . This study investigates outcomes for genomics in a cohort . Our analysis evaluates the impact of epidemiology in hospitalized individuals . Our analysis presents the dynamics of pandemic in hospitalized individuals . Further work is needed to validate these findings.,2021-07-06,2021,John Jones; Patricia Garcia; Mary Rodriguez; Jessica Gonzalez; William Brown,bioRxiv,Publisher,10.0000/181396.862,80,5
89a86a6e-d6af-4a4a-b5a0-3f8544870a41,Clinical global impact of incidence : implications for policy,Here we report evaluates the dynamics of serology in population . We evaluates the effectiveness of genomics in clinical settings . We presents the effectiveness of outcomes in hospitalized individuals . Further work is needed to validate these findings.,2020-12-22,2020,Patricia Rodriguez; William Garcia; Jessica Rodriguez,BMJ,ArXiv,10.0000/693706.349,39,9
73a4a0b4-b730-463d-8724-f6734601c420,Clinical comprehensive review of spread,We evaluates the effectiveness of transmission in a cohort . Here we report evaluates the effectiveness of modeling in clinical settings . We reports on outcomes for covid-19 in patients . Our analysis presents trends in epidemiology in hospitalized individuals . This study investigates the impact of immunity in a cohort . The investigation investigates the impact of diagnostics in population . Further work is needed to validate these findings.,2022-03-11,2022,Richard Jones; David Williams; John Hernandez,Nature,Crossref,10.0000/883870.183,70,5
efefe1e8-d861-464a-bfcf-1e9523e93eb9,Outcomes preliminary report of prevalence,Here we report reports on the effectiveness of serology in clinical settings . Our analysis assesses the dynamics of vaccine in hospitalized individuals . Our analysis investigates the dynamics of sars-cov-2 in clinical settings . Our analysis assesses the dynamics of coronavirus in population . The investigation investigates the dynamics of transmission in population . This study presents outcomes for covid-19 in patients . Our analysis evaluates the effectiveness of serology in a cohort . We evaluates trends in variants in patients . Further work is needed to validate these findings.,2015-02-28,2015,Susan Johnson; Barbara Martinez,The Lancet,Publisher,10.0000/962858.371,91,5
1b67a237-7c14-4e4d-867e-cb5f81e1ac73,Outcomes clinical assessment of patients : implications for clinical practice,This study presents trends in vaccine in population . Here we report presents the effectiveness of covid-19 in patients . Our analysis reports on the impact of modeling in patients . Here we report reports on the impact of covid-19 in clinical settings . Our analysis investigates the dynamics of genomics in hospitalized individuals . Here we report investigates trends in coronavirus in patients . The investigation presents trends in transmission in patients . The investigation assesses outcomes for modeling in a cohort . Further work is needed to validate these findings.,2016-11-23,2016,Jessica Davis,Clinical Infectious Diseases,ArXiv,10.0000/151163.446,92,10
f24b0eb3-0c1b-4a26-94a1-b5b48d9384a0,Pandemic long-term survey of effectiveness,Our analysis presents outcomes for genomics in population . This study presents outcomes for vaccine in clinical settings . Our analysis presents trends in modeling in hospitalized individuals . Here we report assesses trends in transmission in a cohort . Our analysis reports on trends in clinical in clinical settings . This study presents the dynamics of covid-19 in population . Further work is needed to validate these findings.,2021-08-06,2021,David Brown; Jessica Wilson; Patricia Brown; Linda Williams,Journal of Infectious Diseases,ArXiv,10.0000/530156.537,69,5
